timestamp,aluminium_aerosol(kg),aluminium_can(kg),aluminium_other(kg),battery(kg),book(kg),bottlecap(kg),card_corrugated(kg),card_greyboard(kg),coffeecuplid(kg),composite_cup_drink(kg),composite_cup_food(kg),container_clear(kg),container_fragment_black(kg),container_fragment_coloured(kg),container_fragment_white(kg),container_lid_black(kg),container_lid_coloured(kg),container_lid_white(kg),container_pot_black(kg),container_pot_coloured_food(kg),container_pot_coloured_nonfood(kg),container_pot_white_circle(kg),container_pot_white_rectangle(kg),container_tray_black(kg),container_tray_coloured_matte(kg),container_tray_coloured_shiny(kg),container_tray_white(kg),container_tub_black(kg),container_tub_coloured(kg),container_tub_white_dairyspread(kg),container_tub_white_other(kg),fabric(kg),facemask(kg),fibre_mixed(kg),film_black(kg),film_bottlelabel(kg),film_bubblewrap(kg),film_clear(kg),film_clear_printed(kg),film_coloured(kg),film_coloured_printed(kg),film_filledbag(kg),film_metallised(kg),fine(kg),generalwaste(kg),glass_bottle_brown(kg),glass_bottle_clear(kg),glass_bottle_green(kg),glass_cullet_brown(kg),glass_cullet_clear(kg),glass_cullet_green(kg),glass_other(kg),hdpe_bottle_coloured_food(kg),hdpe_bottle_coloured_nonfood(kg),hdpe_bottle_natural_food(kg),hdpe_bottle_natural_nonfood(kg),magazine(kg),magazine(kg),metal_other(kg),newspaper_complete(kg),newspaper_sheet(kg),paper_glossygraphic_coloured(kg),paper_kraft_brown(kg),paper_office_coloured(kg),paper_office_white(kg),paper_other(kg),paper_tissue_blue(kg),paper_tissue_white(kg),pet_bottle_brown_food(kg),pet_bottle_clear_food(kg),pet_bottle_clear_food_covered(kg),pet_bottle_clear_nonfood(kg),pet_bottle_clear_nonfood_covered(kg),pet_bottle_coloured_nonfood(kg),pet_bottle_darkblue_food(kg),pet_bottle_green_food(kg),pet_bottle_lightblue_food(kg),pet_bottle_othercolour_food(kg),pet_bottle_white_food(kg),plastic_bottle_black(kg),plastic_bottle_coloured_yoghurt(kg),plastic_bottle_natural_yoghurt(kg),plastic_other(kg),plastic_other_black(kg),ps_styrofoam(kg),sanitary(kg),steel_can(kg),tetrapak_carton(kg),tetrapak_carton(kg),weee(kg),wipe
2024-09-17 10:00,0,28.462,39.01,0,0.96,10.299,5.6919,198.652,0.24,6.8,1.52,339.02,2.536,5.688,19.944,0.656,6.464,18.324,2.256,3.664,2.288,94.992,0.396,19.12,6,1.776,43.8,0,0.304,1.488,0.276,8.22,0,0.47694,8.27459999999999,16.259,0.9748,-154.6,104.947,48.453,143.996,8.5,12.2685,0.05303,325.38,0,0,0,0,5.8824,0,0,11.58,39.105,2.28,10.92,0.6,0.6,3.98,0,0.067703,0.31241,2.0371,0.126,6.3504,0,0,1.2682,0,101.75,15.6,13.63,10.725,15.196,15.775,16.675,17.775,0,31.475,12.04,1.128,0.272,143.11,31.26,163.845,36.8,15.984,14.84,14.84,6.25,0.044595
2024-09-17 11:00,0,21.98,33.33,0,0.32,6.909,4.0744,157.22,0.21,7.18,1.8,286.26,2.6,5.064,14.58,0.592,5.632,13.74,2.72,4.768,2.32,83.9039999999999,0.528,22.016,5.424,2.256,34.692,0,0.304,1.224,0.396,9,0,2.55667,9.2454,10.4971,1.4061,-156.52,99.846,77.309,135.119,16.5,11.5253,0.04237,359.67,0,0,0,0,4.09330000000001,0,0,8.25,26.955,3.54,7.854,0.2,0.2,3,0,0.044522,0.11507,1.6425,0.24808,6.5164,0.031649,0,1.2526,0,102.475,12.225,11.832,9.07499999999999,13.833,12.85,12.45,23.1,0,27.45,10.62,0.552,0.168,129.48,25.91,140.913,52.8,10.73,12.075,12.075,5.5,0.029933
2024-09-17 12:00,0,26.082,29.71,0,1.12,7.491,5.5644,157.88,0.165,7.95999999999999,1.94,241.92,2.616,4.208,9.102,0.48,5.04000000000001,14.052,1.84,2.096,2.208,54.0360000000001,0.3,17.872,5.568,1.504,30.948,0,0.192,0.888,0.432,8.58000000000001,0,0.08532,9.7916,16.0346,1.2809,-140.02,80.631,59.438,111.9,17,8.3218,0.05259,126.21,0,0,0,0,4.5124,0,0,8.75999999999999,21.6,2.94,7.01400000000001,0.6,0.6,4.24,0,0.121977,0.10844,1.8892,0.41073,4.60010000000001,0.065598,0,1.332,0,107.45,9.82499999999999,9.56999999999999,6.22500000000001,13.949,13.1,12.975,20.875,0,19.375,8.98,0.784000000000001,0.144,100.67,25.27,93.3860000000001,42.0000000000001,12.432,7.34999999999999,7.34999999999999,8.25,0.059379
2024-09-17 13:00,0,16.856,25.94,0,0.32,6.117,8.145,136.78,0.207,6.59,1.68,233.33,1.768,3.776,7.99799999999999,0.48,5.27999999999999,13.236,1.92,2.528,1.76,56.9399999999999,0.348,16.496,4.768,1.984,29.676,0,0.256,0.948,0.408,7.61999999999999,0,0.976039999999999,8.31659999999999,9.71599999999999,2.3154,-202.1,106.327,69.672,127.49,20,9.11880000000001,0.03668,92.46,0,0,0,0,4.4756,0,0,8.07000000000001,30.33,2.22,7.34999999999999,0.600000000000001,0.600000000000001,3.76000000000001,0,0.054338,0.1482,1.854,0.16306,4.3592,0,0,1.2882,0,115.145,11,12.325,7.075,13.543,17.9,19.75,23.775,0,24.1,10.54,0.656000000000001,0.152,102.52,20.36,134.3,36.8,19.462,8.40000000000001,8.40000000000001,3.5,0.124863
2024-09-17 14:00,0,14.182,20.42,0,0.4,6.22799999999999,5.1045,108.96,0.093,4.3,1.28,189.87,1.432,2.528,7.72800000000001,0.352,4.112,12.456,1.36,1.92,1.344,46.428,0.156,13.28,3.168,1.648,25.392,0,0.208,0.635999999999999,0.336,5.28,0,0.051080000000001,7.7593,9.59699999999999,1.0981,-140.86,76.585,57.898,94.6500000000001,10.5,6.45829999999999,0.03603,85.0799999999999,0,0,0,0,3.25839999999999,0,0,6.56999999999999,23.22,0.960000000000001,4.494,0,0,1.96,0,0.033787,0.03109,1.2015,0.12184,3.64059999999999,0,0,0.8568,0,95.9100000000001,8.575,9.25100000000001,6.32499999999999,10.788,14.9,20.325,17.4,0,19.55,8.47999999999999,0.639999999999999,0.128,82.78,16.47,106.91,27.6,7.84399999999999,8.19,8.19,2.75,0.06606
2024-09-17 15:00,0,10.514,18.88,0,0.559999999999999,4.977,2.7195,116.85,0.171,4.02000000000001,1.08,197.34,1.288,2.672,7.998,0.304,4.40000000000001,13.86,1.664,2.096,1.312,50.7480000000001,0.228,10.496,2.544,1.168,24.732,0,0.272,0.66,0.24,5.10000000000001,0,0.483000000000001,6.61000000000001,8.62800000000001,0.609299999999998,-108.26,65.0699999999999,30.598,84.0799999999999,10,7.63800000000001,0.02697,217.08,0,0,0,0,2.51300000000001,0,0,6.53999999999999,19.8,1.44,4.032,0.8,0.8,1.94,0,0.053219,0.16989,1.4061,0.22717,4.48060000000001,0,0,0.909399999999998,0,65.02,7.85000000000001,7.279,4.97500000000001,6.84400000000002,6.65000000000001,13.8,17.95,0,13.85,6.64,0.536000000000001,0.104,79.26,21.53,103,28.4,5.846,11.445,11.445,3,0.10972
2024-09-17 16:00,0,5.572,9.23000000000002,0,0.4,1.98299999999999,0.958300000000008,52.0900000000002,0.048,1.80999999999999,0.460000000000001,93.7800000000002,0.640000000000001,1.328,3.798,0.367999999999999,1.872,6.51599999999999,0.960000000000001,0.800000000000001,0.399999999999999,21.468,0.132,6.19200000000001,1.504,0.624000000000002,11.364,0,0.128,0.252000000000001,0.024,3.23999999999999,0,0,1.91699999999999,3.21899999999999,0.311500000000002,-50.9500000000003,30.4400000000001,12.9200000000001,41.01,7.5,3.32199999999999,0.01215,52.1100000000001,0,0,0,0,1.1582,0,0,3.03,8.95500000000004,0.75,2.562,0.1,0.1,1.02,0,0.006298,0.10368,0.2943,0.10156,1.59349999999999,0,0,0.331300000000002,0,35.75,4.52500000000001,3.828,2.875,4.03099999999998,2.92500000000001,7.02500000000001,10.95,0,7.85000000000002,3.92,0.335999999999999,0.112,35.3300000000002,10.03,54.23,13,4.58799999999999,4.97,4.97,2.5,0.03291
2024-09-17 17:00,0,9.85599999999999,12.82,0,0.24,2.253,2.5089,74.31,0.093,3.74000000000001,0.619999999999997,124.91,0.856000000000002,2.032,5.28,0.176,3.648,7.404,0.928000000000001,1.232,0.751999999999999,37.008,0.228000000000001,6.91200000000001,1.824,1.024,14.4,0,0.096,0.504,0.108,2.94,0,0,3.52200000000001,5.101,0.915299999999998,-88.6199999999999,61.4100000000001,22.8069999999999,65.0900000000001,6.5,6.44300000000001,0.01178,174.24,0,0,0,0,1.6127,0,0,3.51000000000002,14.76,0.93,3.36000000000001,0.2,0.2,1.22000000000001,0,0.056692,0.31664,0.968299999999999,0.19806,3.36240000000001,0,0,0.703699999999998,0,35.75,6.09999999999999,6.20599999999999,4.09999999999999,4.06,1.92499999999998,8,7.65000000000003,0,7.82499999999999,4.52000000000001,0.376000000000001,0.112,59.5999999999999,13.08,72.72,14,4.14400000000001,12.145,12.145,3.5,0.04143
2024-09-17 18:00,0,23.38,33.42,0,0.880000000000001,10.584,6.55669999999999,182.03,0.246,8.36,1.54,307.31,2.016,4.53599999999999,11.874,0.768,9.2,18.972,2.112,2.672,2.624,84.732,0.396,18.832,4.896,2.272,33.6,0,0.208,1.056,0.396,9.11999999999999,0,0.31687,11.835,21.332,3.302,-250.92,148.3,80.417,168.44,10.5,15.808,0.04532,294.78,0,0,0,0,4.47260000000001,0,0,11.61,38.565,2.85,8.904,0.8,0.8,3.12,0,0.07227,0.51113,2.882,0.45561,8.94969999999999,0.084858,0,2.0616,0,148.22,16.275,16.443,10.1,16.037,9.67500000000001,27.75,33.325,0,26.125,11.84,0.927999999999999,0.2,151.03,33.21,164.73,33.8,13.394,25.585,25.585,6.25,0.22125
2024-09-17 19:00,0,24.64,31.83,0,1.52,14.751,3.6622,167.17,0.201,6.17,1.76,320.55,2.112,4.392,12.432,1.008,7.536,20.232,2.736,3.02399999999999,2.416,81.4300000000001,0.456,19.392,5.776,1.904,36.816,0,0.256,1.176,0.444,6.42000000000002,0,0.620049999999999,10.11,26.242,2.3975,-211.25,128.84,52.399,159.29,11,13.884,0.04585,325.95,0,0,0,0,5.42019999999999,0,0,8.91,50.535,2.04,8.274,0.300000000000001,0.300000000000001,3.4,0,0.05241,0.27745,1.6253,0.12619,6.44150000000001,0,0,1.3069,0,112.45,14.05,15.573,8.44999999999999,14.123,10.7,18.3,25.525,0,27.2,11.84,0.800000000000001,0.184,146.96,35.23,196.07,32,14.06,15.645,15.645,9.5,0.08037
2024-09-17 20:00,0,26.614,30.84,0,1.2,11.724,6.3977,179.67,0.165,4.72999999999999,1.24,295.18,1.872,4.36000000000001,15.522,0.751999999999999,7.16799999999999,19.392,2.176,3.344,1.68,87.13,0.444,16.48,4.59200000000001,1.36,39.396,0,0.256,1.284,0.468,6.35999999999999,0,1.07314,12.289,17.609,2.2285,-198.72,109.43,53.8,136.73,9.5,13.038,0.06102,246.81,0,0,0,0,5.988,0,0,6.99000000000001,33.66,2.85,6.72,1,1,3.1,0,0.16081,0.240640000000001,1.7724,0.279019999999999,7.76779999999999,0.122564,0,1.7299,0,110.15,12.65,15.37,7.77500000000001,10.063,11.775,12.125,22.925,0,25.025,9.64000000000002,0.712,0.192,153.36,36.74,197.37,30,11.396,12.565,12.565,5.75,0.02903
2024-09-17 21:00,0,15.666,19.51,0,0.640000000000001,5.94599999999998,7.7081,150,0.147,4.89,1.52,262.99,1.056,3.03999999999999,9.06599999999997,0.496,9.42400000000001,14.796,2,1.984,2.48,67.1800000000001,0.444,12.928,4.544,1.408,30.456,0,0.207999999999999,1.056,0.372000000000001,6.96000000000001,0,4.086,13.221,12.414,2.6224,-186.38,112.29,59.8300000000002,128.74,4,9.70500000000001,0.03392,234.78,0,0,0,0,2.4837,0,0,6.69,26.73,2.19,5.964,0.5,0.5,2.08,0,0.09386,0.30864,2.6059,0.444940000000001,7.0068,0,0,1.6445,0,78.8499999999999,10.125,11.426,6.84999999999999,7.80099999999999,8.52500000000001,12.225,17.775,0,22.05,7.28,0.680000000000002,0.16,111.08,23.61,135.74,29.2,7.91800000000001,10.57,10.57,4.75,0.07404
2024-09-17 22:00,0,13.944,18.91,0,0.959999999999999,5.85300000000001,4.65000000000001,144.19,0.216,4.91000000000001,1.46,289.01,0.887999999999998,3.408,10.482,0.704000000000001,6.8,14.952,1.776,2.176,2.64,77.8399999999999,0.600000000000001,12.944,5.28,1.504,29.0039999999999,0,0.448,1.212,0.408,6.24000000000001,0,3.2782,8.71199999999999,10.478,1.7464,-164,120.98,49.4499999999998,140.49,10,12.272,0.0284,216.51,0,0,0,0,4.90170000000001,0,0,6.63,31.365,1.92,7.476,0.1,0.1,1.62,0,0.21918,0.44377,2.8044,0.502319999999999,8.32400000000001,0,0,1.8986,0,74.1100000000001,10.875,9.19299999999998,7.40000000000001,7.743,10.475,9.94999999999999,21.675,0,29.1,7.29999999999998,0.744,0.304,114.75,23.72,147.93,32.4,6.364,9.66,9.66,6.5,0.10378
2024-09-17 23:00,0,27.566,32.98,0,0.32,7.66200000000001,6.274,162.53,0.308999999999999,5.5,1.52,283.81,1.232,4.88,15.378,0.543999999999999,5.904,18.564,1.84,4.832,2.512,93.52,0.348,13.776,5.136,1.68,35.2800000000001,0,0.272,1.128,0.276,10.2,0,2.6506,8.245,9.239,1.8973,-161.62,100.48,66.8500000000001,133.05,49.5,11.502,0.04993,178.41,0,0,0,0,3.8395,0,0,8.49000000000001,29.07,2.1,6.25800000000001,0.1,0.1,2.84,0,0.20375,0.12382,3.4403,0.61155,8.809,0.087919,0,2.7153,0,82.6199999999999,11.225,13.891,9,12.441,15.825,10.175,20.6,0,25.975,8.78,0.791999999999998,0.136,137.09,34.05,117.53,54.8000000000001,9.768,8.505,8.505,6.75,0.08074
2024-09-18 00:00,0,26.502,33.89,0,0.639999999999999,7.24199999999999,12.153,166.25,0.288,8.34,1.74,260.24,2.024,4.688,11.286,0.688000000000001,6.06399999999999,15.288,1.856,2.8,2.32,67.49,0.372,16.752,4.83199999999999,1.872,34.3679999999999,0,0.271999999999999,0.779999999999998,0.300000000000001,12.42,0,0,12.599,11.108,4.3964,-206.17,105.24,103.91,141.41,25.5,9.952,0.04995,109.23,0,0,0,0,4.61489999999999,0,0,15.33,44.28,2.91,10.794,0.700000000000001,0.700000000000001,3.42,0,0.15172,0.67424,3.8021,0.55581,8.98400000000001,0.221026,0,2.8723,0,135.58,12.625,14.732,10.95,16.733,24.4,23.2,32.575,0,33.35,10.92,0.912000000000003,0.112,115.68,27.26,140.02,66.8,15.984,12.705,12.705,8.25,0.20001
2024-09-18 01:00,0,19.432,23.0300000000001,0,1.04,9.12300000000002,3.327,119.46,0.243,4.32999999999998,1.26,258.85,1.168,3.93600000000001,11.592,0.672000000000001,5.63200000000001,15.336,2.176,4.08,2.128,76.1400000000001,0.432,11.776,4.688,1.69600000000001,37.2,0,0.16,1.128,0.348,5.45999999999998,0,0.329599999999999,6.87099999999998,10.281,1.3249,-131.62,84.4299999999998,49.7700000000002,107.63,20,9.93099999999998,0.04456,79.4099999999999,0,0,0,0,3.6725,0,0,7.26000000000002,28.08,2.13,5.292,0.899999999999999,0.899999999999999,1.88,0,0.12295,0.53024,2.6439,0.381250000000001,7.65799999999999,0.067486,0,1.9939,0,80.3899999999999,10.525,10.556,7,8.178,12.675,11.775,18.8,0,22.9,8.5,0.687999999999999,0.208,101.92,21.58,118.77,30.2,8.73199999999997,12.775,12.775,6.75,0.07183
2024-09-18 02:00,0,30.45,39.6999999999999,0,1.12,7.81499999999999,10.5681,184.47,0.423,10.89,2.18,357.406,2.392,5.16,13.26,1.168,8.336,22.944,3.2,3.824,2.56,86.9339999999998,0.492,24.064,5.824,1.728,41.1479999999999,0,0.384,1.368,0.36,27.6,0,0.569638,13.481,13.5232,5.11951,-270.099,148.984,115.898,180.938,25.5,12.4134,0.04042,124.380000000001,0,0,0,0,5.67430000000001,0,0,14.04,50.175,3.51,13.314,1.8,1.8,4.64,0,0.113754,0.299526,4.08863,0.504005,9.21619,0.059166,0,2.06526,0,188.73,15.875,20.938,12.375,18.763,16.725,30.525,47.65,0,34.575,13.86,1.144,0.12,136.31,31.12,208.534,68.8,27.158,19.88,19.88,11.75,0.240831
2024-09-18 03:00,0,29.974,52.64,0,0.88,8.706,6.4238,189.243,0.492,12.28,2.68,413.2,3.08,6.408,10.734,0.912,9.04,25.788,2.704,4.272,2.832,88.74,0.432,26.048,7.12,3.536,55.572,0,0.48,1.236,0.588,13.62,0,0,16.9446,12.8131,3.54273,-370.881,185.836,162.874,219.408,32.5,15.2393,0.05085,107.55,0,0,0,0,8.4755,0,0,17.97,55.17,5.43,11.004,1.1,1.1,5.84,0,0.127665,0.332757,2.94042,0.600835,10.08811,0,0,2.58778,0,190.7,14.45,19.14,13.075,20.619,14.8,49.125,40.175,0,38.675,17.02,1.352,0.288,156.45,37.57,182.438,89.6,15.022,17.43,17.43,12.75,0.208522
2024-09-18 04:00,0,38.794,42.73,0,3.36,9.039,13.1813,214.345,0.321,8.97,2.3,330.574,3.368,6.048,15.726,0.544,6.336,21.216,2.016,3.552,2.432,93.972,0.408,19.184,5.12,1.984,45.252,0,0.416,1.188,0.432,16.68,0,1.109292,12.4031,11.6473,1.98766,-255.016,132.537,125.157,175.099,20,13.0311,0.06897,74.91,0,0,0,0,12.6735,0,0,13.74,42.93,3.18,8.862,1.3,1.3,5.12,0,0.163238,0.241621,4.23335,0.73437,14.133,0.143252,0,3.45582,0,148.1,16.975,14.761,13.4,18.502,21.15,22.375,33.925,0,49.575,14.82,1.216,0.176,148.9,57.04,131.46,68.2,14.948,11.585,11.585,5.75,0.104842
2024-09-18 05:00,0,32.942,37.15,0,0.48,9.273,9.5423,189.343,0.285,7.55,1.62,329.27,2.456,6.464,20.118,0.976,6.048,20.952,2.8,3.6,2.32,98.988,0.36,17.456,5.776,1.808,46.98,0,0.416,1.26,0.384,14.64,0,0.40351,11.7527,12.3886,1.0936,-198.364,105.418,75.867,142.609,10,11.9023,0.0572,65.58,0,0,0,0,5.6078,0,0,13.47,38.295,2.46,7.602,0,0,5.04,0,0.126251,0.304476,4.021,0.59941,8.2849,0,0,2.93554,0,129.675,36.8,12.354,8.275,13.543,18.55,17.925,28.375,0,32.7,12.28,1.208,0.16,139.63,45.16,103.294,45.2,14.356,13.44,13.44,6.5,0.057138
